freq,unit,direct,na_item,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,MIO_EUR,RECV,D62,RO31	: 	: 	: 	: 	: 	615.4 	686.7 	699.78 	680.57 	845.99 	1108.67 	1296.59 	1723.5 	2158.56 	2245.55 	2454.54 	2400.51 	2226.38 	2297.53 	2338.88 	2530.32 	2663.21 	2949.07 	3200.58 	3537.86 	4015.42 	4269.31 	: 
A,MIO_EUR,RECV,D62,RO32	: 	: 	: 	: 	: 	647.42 	582.33 	654.05 	729.12 	747.45 	1021.51 	1249.87 	1661.92 	2093.2 	2136.98 	2119.44 	2070.53 	1945.1 	2008.69 	2030.09 	2167.23 	2374.27 	2668.8 	2853.89 	3146.86 	3624.12 	3927.79 	: 
A,MIO_EUR,RECV,D62,RO4	: 	: 	: 	: 	: 	765.99 	858.48 	888.55 	870.15 	1082.6 	1467.54 	1706.93 	2278.3 	2873.49 	2999.67 	3279.36 	3231.2 	3060.86 	3152.91 	3194.25 	3422.23 	3693.17 	4106.94 	4357.58 	4811.27 	5488.29 	5962.27 	: 
A,MIO_EUR,RECV,D62,RO41	: 	: 	: 	: 	: 	395.34 	460.39 	446.18 	438.5 	545.47 	749.62 	848.06 	1134.5 	1427.8 	1491.29 	1672.55 	1651.32 	1544.12 	1595.18 	1598.08 	1718.41 	1880.86 	2082.28 	2243 	2533.83 	2870.49 	3025.11 	: 
A,MIO_EUR,RECV,D62,RO42	: 	: 	: 	: 	: 	370.65 	398.09 	442.37 	431.65 	537.13 	717.92 	858.87 	1143.8 	1445.69 	1508.38 	1606.81 	1579.89 	1516.74 	1557.73 	1596.17 	1703.83 	1812.31 	2024.67 	2114.59 	2277.43 	2617.8 	2937.15 	: 
A,MIO_EUR,RECV,D62,SE	: 	: 	: 	: 	: 	48947.09 	45783.41 	48691.53 	52743.58 	54434.86 	55098.25 	56317.64 	56205.23 	56186.66 	54371.93 	61293.76 	65768.34 	71263.77 	75526.79 	72848.27 	73426.52 	74553.33 	75475.71 	72986.75 	72600.5 	77497.42 	82104.17 	: 
A,MIO_EUR,RECV,D62,SE1	: 	: 	: 	: 	: 	17734.81 	16644.12 	17820.35 	19357.2 	20034.41 	20315.87 	20939.99 	21021.83 	21122.08 	20387.7 	23084.1 	24920.6 	27060.7 	28749.93 	27765.13 	28022.67 	28470.99 	28864.67 	28035.93 	27976.88 	29911.01 	31521.61 	: 
A,MIO_EUR,RECV,D62,SE11	: 	: 	: 	: 	: 	9511.44 	8940.69 	9634.11 	10484.54 	10832.28 	10996.85 	11376.1 	11491.44 	11596.53 	11176.37 	12680.63 	13788.35 	14956.51 	15912.96 	15390.45 	15532.47 	15757.37 	15975.03 	15571.1 	15594.53 	16711.62 	17606.17 	: 
A,MIO_EUR,RECV,D62,SE12	: 	: 	: 	: 	: 	8223.37 	7703.43 	8186.24 	8872.67 	9202.13 	9319.02 	9563.88 	9530.38 	9525.54 	9211.33 	10403.47 	11132.25 	12104.18 	12836.96 	12374.68 	12490.19 	12713.62 	12889.64 	12464.83 	12382.36 	13199.39 	13915.44 	: 
A,MIO_EUR,RECV,D62,SE2	: 	: 	: 	: 	: 	20761.62 	19424.86 	20638.35 	22405.58 	23122.76 	23391.76 	23936.29 	23873.04 	23863.99 	23233.32 	26180.16 	28091.1 	30499.99 	32331.27 	31217.34 	31472.07 	31972.14 	32374.96 	31320.2 	31141.27 	33329.1 	35347.26 	: 
A,MIO_EUR,RECV,D62,SE21	: 	: 	: 	: 	: 	4082.91 	3823.95 	4069.49 	4426.03 	4574.27 	4642.43 	4757.09 	4757.14 	4766.52 	4660.85 	5239.95 	5572.55 	6049.79 	6440.85 	6195.64 	6243.97 	6342.87 	6435.12 	6211.07 	6173.61 	6582.96 	6933.62 	: 
A,MIO_EUR,RECV,D62,SE22	: 	: 	: 	: 	: 	7120.73 	6675.13 	7105.7 	7738.76 	7958.75 	8028.7 	8201.07 	8165.43 	8177.99 	7937.21 	8947.5 	9633.66 	10474.6 	11093.45 	10727.15 	10832.84 	10997.16 	11159.82 	10792.92 	10723.01 	11481.29 	12142.61 	: 
A,MIO_EUR,RECV,D62,SE23	: 	: 	: 	: 	: 	9557.97 	8925.78 	9463.16 	10240.79 	10589.74 	10720.63 	10978.13 	10950.48 	10919.48 	10635.27 	11992.7 	12884.89 	13975.6 	14796.97 	14294.55 	14395.25 	14632.11 	14780.02 	14316.21 	14244.65 	15264.86 	16271.03 	: 
A,MIO_EUR,RECV,D62,SE3	: 	: 	: 	: 	: 	10450.67 	9714.43 	10232.83 	10980.8 	11277.69 	11390.62 	11441.37 	11310.36 	11200.6 	10750.91 	12029.51 	12756.65 	13703.08 	14445.59 	13865.8 	13931.79 	14110.19 	14236.07 	13630.62 	13482.35 	14257.31 	15235.3 	: 
A,MIO_EUR,RECV,D62,SE31	: 	: 	: 	: 	: 	5051.15 	4682.5 	4921.9 	5295.7 	5449.19 	5509.69 	5540.61 	5474.75 	5412.99 	5217.2 	5821.46 	6174.33 	6652.73 	7040.63 	6776.83 	6820.98 	6913.47 	6983.43 	6704.03 	6644.85 	7059.74 	7542.5 	: 
A,MIO_EUR,RECV,D62,SE32	: 	: 	: 	: 	: 	2282.72 	2106.84 	2217.97 	2382.78 	2439.31 	2470.1 	2512.1 	2492.41 	2463.39 	2347.19 	2639.85 	2803.05 	3002.15 	3149.51 	3018.19 	3027.42 	3062.02 	3071.06 	2919 	2877.11 	3018.75 	3238.16 	: 
A,MIO_EUR,RECV,D62,SE33	: 	: 	: 	: 	: 	3116.8 	2925.09 	3092.97 	3302.32 	3389.19 	3410.83 	3388.66 	3343.21 	3324.22 	3186.52 	3568.2 	3779.26 	4048.21 	4255.45 	4070.78 	4083.39 	4134.69 	4181.59 	4007.58 	3960.39 	4178.81 	4454.64 	: 
A,MIO_EUR,RECV,D62,SI	: 	: 	: 	: 	: 	3879.24 	4099.8 	4420.98 	4629.82 	4805.18 	5056.28 	5277.49 	5557.93 	6138.63 	6483.13 	6767.05 	7205.94 	7206.25 	7059.01 	6988.52 	7067.62 	7073.44 	7330.83 	7576.58 	7893.75 	8653.95 	8963.53 	9837.78 
A,MIO_EUR,RECV,D62,SI0	: 	: 	: 	: 	: 	3879.24 	4099.8 	4420.98 	4629.82 	4805.18 	5056.28 	5277.49 	5557.93 	6138.63 	6483.13 	6767.05 	7205.94 	7206.25 	7059.01 	6988.52 	7067.62 	7073.44 	7330.83 	7576.58 	7893.75 	8653.95 	8963.53 	9837.78 
A,MIO_EUR,RECV,D62,SI03	: 	: 	: 	: 	: 	2003.94 	2123.25 	2291.06 	2398.83 	2498.07 	2627.53 	2741.24 	2875.6 	3171.68 	3342.61 	3489.7 	3726.24 	3709.95 	3618.25 	3621.04 	3670.61 	3683.44 	3818.11 	3950.63 	4124.9 	4532.75 	4696.51 	5140.31 
A,MIO_EUR,RECV,D62,SI04	: 	: 	: 	: 	: 	1875.3 	1976.55 	2129.92 	2230.99 	2307.12 	2428.74 	2536.25 	2682.33 	2966.95 	3140.52 	3277.35 	3479.7 	3496.3 	3440.76 	3367.47 	3397.01 	3390 	3512.72 	3625.95 	3768.85 	4121.2 	4267.02 	4697.46 
A,MIO_EUR,RECV,D62,SK	: 	: 	: 	: 	: 	3023.29 	3255.87 	3635.9 	3663.66 	4535.12 	5212.78 	5808.5 	6948.83 	8035.63 	9391.78 	10095.55 	10201.19 	10661.97 	10806.22 	11043.2 	11358.08 	11664.11 	11849.69 	12267.58 	13063.97 	14160.09 	15433.22 	: 
A,MIO_EUR,RECV,D62,SK0	: 	: 	: 	: 	: 	3023.29 	3255.87 	3635.9 	3663.66 	4535.12 	5212.78 	5808.5 	6948.83 	8035.63 	9391.78 	10095.55 	10201.19 	10661.97 	10806.22 	11043.2 	11358.08 	11664.11 	11849.69 	12267.58 	13063.97 	14160.09 	15433.22 	: 
A,MIO_EUR,RECV,D62,SK01	: 	: 	: 	: 	: 	276.42 	300.23 	320.75 	393.31 	505.05 	546.81 	593.3 	706.23 	837.47 	1021.84 	1098.41 	1150.2 	1117.8 	1193.21 	1265.71 	1307.43 	1379.22 	1496.59 	1584.15 	1748.87 	1956.23 	2134.4 	: 
A,MIO_EUR,RECV,D62,SK02	: 	: 	: 	: 	: 	1020.3 	1104.41 	1218.84 	1224.97 	1559.36 	1699.04 	1875.36 	2217.28 	2568.7 	3070.24 	3300.31 	3342.31 	3475.61 	3517.3 	3585.59 	3652.75 	3601.35 	3643.07 	3750.29 	4012.97 	4484.59 	4784.54 	: 
A,MIO_EUR,RECV,D62,SK03	: 	: 	: 	: 	: 	782.05 	842.93 	936.9 	953.46 	1185.17 	1384 	1560.01 	1878.5 	2153.69 	2425.24 	2606.97 	2610.55 	2753.69 	2761.97 	2814.74 	2873.09 	2955.62 	2966.86 	3054.04 	3225.84 	3500.94 	3765.91 	: 
A,MIO_EUR,RECV,D62,SK04	: 	: 	: 	: 	: 	944.51 	1008.29 	1159.41 	1091.92 	1285.54 	1582.93 	1779.83 	2146.81 	2475.77 	2874.46 	3089.86 	3098.14 	3314.87 	3333.74 	3377.16 	3524.81 	3727.91 	3743.17 	3879.09 	4076.3 	4218.33 	4748.38 	: 
A,MIO_EUR,RECV,D63,CY	: 	: 	: 	: 	: 	837.42 	915.54 	1005.46 	1129.91 	1123.28 	1204.31 	1320.89 	1405.71 	1558.29 	1659.78 	1752.16 	1806.68 	1790.03 	1840.61 	1612.78 	1617.58 	1609.19 	1753.91 	1746.83 	2128.61 	2579.16 	2893.29 	3271 p
A,MIO_EUR,RECV,D63,CY0	: 	: 	: 	: 	: 	837.42 	915.54 	1005.46 	1129.91 	1123.28 	1204.31 	1320.89 	1405.71 	1558.29 	1659.78 	1752.16 	1806.68 	1790.03 	1840.61 	1612.78 	1617.58 	1609.19 	1753.91 	1746.83 	2128.61 	2579.16 	2893.29 	3271 p
A,MIO_EUR,RECV,D63,CY00	: 	: 	: 	: 	: 	837.42 	915.54 	1005.46 	1129.91 	1123.28 	1204.31 	1320.89 	1405.71 	1558.29 	1659.78 	1752.16 	1806.68 	1790.03 	1840.61 	1612.78 	1617.58 	1609.19 	1753.91 	1746.83 	2128.61 	2579.16 	2893.29 	3271 p
A,MIO_EUR,RECV,D63,EE	453.16 	529.31 	553.74 	625.52 	705.38 	717.88 	786.93 	876.58 	956.31 	1065.94 	1191.45 	1348.8 	1606.77 	1896 	1826.77 	1788.71 	1902.88 	2015.31 	2167.35 	2307.38 	2487.67 	2653.9 	2846.72 	3190.39 	3487.67 	3736.17 	4137.01 	4580.78 
A,MIO_EUR,RECV,D63,EE0	453.16 	529.31 	553.74 	625.52 	705.38 	717.88 	786.93 	876.58 	956.31 	1065.94 	1191.45 	1348.8 	1606.77 	1896 	1826.77 	1788.71 	1902.88 	2015.31 	2167.35 	2307.38 	2487.67 	2653.9 	2846.72 	3190.39 	3487.67 	3736.17 	4137.01 	4580.78 
A,MIO_EUR,RECV,D63,EE00	453.16 	529.31 	553.74 	625.52 	705.38 	717.88 	786.93 	876.58 	956.31 	1065.94 	1191.45 	1348.8 	1606.77 	1896 	1826.77 	1788.71 	1902.88 	2015.31 	2167.35 	2307.38 	2487.67 	2653.9 	2846.72 	3190.39 	3487.67 	3736.17 	4137.01 	4580.78 
A,MIO_EUR,RECV,D63,ES	: 	: 	: 	: 	: 	67035 	71298 	77902 	83566 	92475 	102127 	109641 	119592 	130735 	139129 	138176 	135925 	127680 	125081 	125302 	131466 	134683 	138358 	143399 	151959 	160813 	171171 p	: 
A,MIO_EUR,RECV,D63,ES1	: 	: 	: 	: 	: 	7170.1 	7639.1 	8336.4 	8636.7 	9321.2 	10457.6 	11000.1 	11745.8 	12777.6 	13462.2 	13245.5 	13146.3 	12454.3 	12375.3 	12234.9 	12693.4 	12959.8 	13263 	13649 	14353.3 	15055.9 	15842.5 p	: 
A,MIO_EUR,RECV,D63,ES11	: 	: 	: 	: 	: 	4417.8 	4721.7 	5229.5 	5391.1 	5819.9 	6626.6 	6825.2 	7323.1 	7924 	8268.6 	8202.6 	8026.7 	7714.7 	7661 	7481.1 	7749 	7947.5 	8158.3 	8385.9 	8835.7 	9262.2 	9808.9 p	: 
A,MIO_EUR,RECV,D63,ES12	: 	: 	: 	: 	: 	1828.1 	1939.8 	2045.2 	2132 	2312.6 	2485.2 	2699.4 	2823.5 	3119.5 	3220.6 	3168.5 	3249.4 	2999.8 	2990.1 	3015.1 	3133.5 	3181.5 	3249.6 	3318.3 	3445 	3628.2 	3784 p	: 
A,MIO_EUR,RECV,D63,ES13	: 	: 	: 	: 	: 	924.2 	977.6 	1061.7 	1113.6 	1188.7 	1345.8 	1475.5 	1599.2 	1734.1 	1973 	1874.4 	1870.2 	1739.8 	1724.2 	1738.7 	1810.9 	1830.8 	1855.1 	1944.8 	2072.6 	2165.5 	2249.6 p	: 
A,MIO_EUR,RECV,D63,ES2	: 	: 	: 	: 	: 	7602.6 	8071.5 	8810.4 	9403.5 	10039.8 	11124.2 	11870.8 	13050.2 	14311.1 	15301.7 	15484.8 	15213.7 	14609.4 	14502.4 	14512.1 	15184.2 	15588.2 	15912.9 	16352.6 	17358.2 	17963.1 	19003.7 p	: 
A,MIO_EUR,RECV,D63,ES21	: 	: 	: 	: 	: 	4062.7 	4245.8 	4632.2 	4968.7 	5274.8 	5818.5 	6173.9 	6911.9 	7531.4 	8138.4 	8213.4 	8150.8 	7787.4 	7823.7 	7822.7 	8228.9 	8381 	8515 	8706.2 	9304.7 	9479.3 	10091.2 p	: 
A,MIO_EUR,RECV,D63,ES22	: 	: 	: 	: 	: 	1055.9 	1092.3 	1243.5 	1299.9 	1414.2 	1529.7 	1629.3 	1763.1 	1904.2 	2027.9 	2106.8 	2018.5 	1952.6 	1972.1 	1962.3 	2055.8 	2119 	2180.1 	2275 	2416.6 	2576 	2720.7 p	: 
A,MIO_EUR,RECV,D63,ES23	: 	: 	: 	: 	: 	460.2 	494.2 	539.3 	577.1 	624.6 	679 	738.6 	834 	930.3 	986.4 	1039.5 	966.9 	943.6 	944.8 	938.1 	970.2 	994 	1000.4 	1025.7 	1073.7 	1136.3 	1195.2 p	: 
A,MIO_EUR,RECV,D63,ES24	: 	: 	: 	: 	: 	2023.8 	2239.2 	2395.4 	2557.8 	2726.2 	3097 	3329 	3541.2 	3945.2 	4149 	4125.1 	4077.5 	3925.8 	3761.8 	3789 	3929.3 	4094.2 	4217.4 	4345.7 	4563.2 	4771.5 	4996.6 p	: 
A,MIO_EUR,RECV,D63,ES3	: 	: 	: 	: 	: 	8531.3 	9181.3 	9843.3 	10531.5 	11543.4 	13337.5 	13902.7 	15255.2 	16699.7 	17688.6 	17387.4 	17574.7 	16484.2 	16153.5 	16139.6 	17077.6 	17130.8 	17656 	18226.3 	19441.1 	20977.3 	21986.3 p	: 
A,MIO_EUR,RECV,D63,ES30	: 	: 	: 	: 	: 	8531.3 	9181.3 	9843.3 	10531.5 	11543.4 	13337.5 	13902.7 	15255.2 	16699.7 	17688.6 	17387.4 	17574.7 	16484.2 	16153.5 	16139.6 	17077.6 	17130.8 	17656 	18226.3 	19441.1 	20977.3 	21986.3 p	: 
A,MIO_EUR,RECV,D63,ES4	: 	: 	: 	: 	: 	9053.3 	9626.2 	10370.2 	11091 	11806.1 	13385.8 	14177.2 	15342.6 	17020.7 	18201.3 	17795.6 	18114.7 	16526.9 	16085.2 	16099.4 	16876 	17201.8 	17648.1 	18014.7 	19051.3 	19906.8 	20953.2 p	: 
A,MIO_EUR,RECV,D63,ES41	: 	: 	: 	: 	: 	4359.9 	4565.4 	4892.1 	5034.6 	5437.9 	6227.4 	6404.1 	6858.1 	7441 	7986.5 	7526.2 	7847.7 	7403.1 	7211.4 	7127.3 	7483.7 	7603 	7880.5 	7941.5 	8442.5 	8760.7 	9152.3 p	: 
A,MIO_EUR,RECV,D63,ES42	: 	: 	: 	: 	: 	2870.5 	3058.6 	3360.1 	3685.8 	3890.9 	4524.3 	4894 	5387.3 	6211.8 	6648.2 	6704.9 	6735.2 	5765.5 	5600.6 	5611.5 	5916.2 	6014 	6165.4 	6407 	6780.9 	7164.1 	7613.2 p	: 
A,MIO_EUR,RECV,D63,ES43	: 	: 	: 	: 	: 	1822.9 	2002.2 	2118 	2370.6 	2477.3 	2634.1 	2879.1 	3097.2 	3367.9 	3566.6 	3564.5 	3531.8 	3358.3 	3273.2 	3360.6 	3476.1 	3584.8 	3602.2 	3666.2 	3827.9 	3982 	4187.7 p	: 
A,MIO_EUR,RECV,D63,ES5	: 	: 	: 	: 	: 	17535.2 	18754.7 	20862.5 	22726.4 	25719.6 	28228.6 	31174.5 	33971.8 	36821.9 	39726.8 	39952.6 	38179.8 	35964.7 	34304.3 	35024 	36955.7 	37988 	39124 	40987.2 	43431.3 	46778.7 	49727.4 p	: 
A,MIO_EUR,RECV,D63,ES51	: 	: 	: 	: 	: 	9876.7 	10480.9 	11546 	12520.9 	14328.2 	15637.6 	17985.5 	18503.8 	21016.6 	22170.6 	22345.1 	21066 	19646.7 	18978.3 	19282.2 	20405.2 	20975.8 	21638 	22536.6 	23928.8 	26370 	27992.5 p	: 
A,MIO_EUR,RECV,D63,ES52	: 	: 	: 	: 	: 	6403.3 	6911.8 	7768.3 	8507.5 	9447.3 	10514.3 	10878.3 	12850.2 	12912.3 	14545.1 	14631.9 	14097.6 	13468.5 	12441.9 	12766.4 	13372.9 	13756.3 	14071.9 	14815.8 	15498.3 	16344.9 	17456.7 p	: 
A,MIO_EUR,RECV,D63,ES53	: 	: 	: 	: 	: 	1255.2 	1362 	1548.2 	1698 	1944.1 	2076.7 	2310.7 	2617.8 	2893 	3011.1 	2975.6 	3016.2 	2849.5 	2884.1 	2975.4 	3177.6 	3255.9 	3414.1 	3634.8 	4004.2 	4063.8 	4278.2 p	: 
A,MIO_EUR,RECV,D63,ES6	: 	: 	: 	: 	: 	14044 	14762.5 	16045.4 	17309.5 	19542.4 	20961.7 	22440.6 	24576.7 	26990.4 	28348.6 	28073.7 	27793.6 	26026.5 	25934.2 	25441.7 	26647.9 	27593.4 	28193.9 	29130.5 	30612.7 	32298.4 	34963.5 p	: 
A,MIO_EUR,RECV,D63,ES61	: 	: 	: 	: 	: 	11888.7 	12424.1 	13474.9 	14526.2 	16503.9 	17619.9 	18765.8 	20457.6 	22319.1 	23301.4 	22972.2 	22764.5 	21283.2 	21393.3 	20835.5 	21806.8 	22627.9 	23095.9 	23865.8 	25038.2 	26433.3 	28607.7 p	: 
A,MIO_EUR,RECV,D63,ES62	: 	: 	: 	: 	: 	1905.9 	2071.1 	2277.8 	2469.1 	2685.5 	2963.9 	3273.3 	3669.6 	4178.1 	4511.3 	4561.5 	4495.2 	4233.2 	4046.7 	4070.6 	4270.3 	4390.4 	4520.2 	4676.3 	4939.9 	5236.1 	5693.3 p	: 
A,MIO_EUR,RECV,D63,ES63	: 	: 	: 	: 	: 	126.4 	134.4 	148.6 	158.5 	177.4 	190.2 	201.3 	224.3 	245.7 	268.5 	275.7 	269.9 	256 	250.1 	273.4 	281.3 	287.4 	280.8 	284.9 	305.2 	303.4 	323.6 p	: 
A,MIO_EUR,RECV,D63,ES64	: 	: 	: 	: 	: 	123 	132.9 	144.1 	155.7 	175.6 	187.7 	200.2 	225.2 	247.5 	267.4 	264.3 	264 	254.1 	244.1 	262.2 	289.5 	287.7 	297 	303.5 	329.4 	325.6 	338.9 p	: 
A,MIO_EUR,RECV,D63,ES7	: 	: 	: 	: 	: 	3097.8 	3261.8 	3632.8 	3866.3 	4501.4 	4630.2 	5073.6 	5648 	6111.9 	6398.2 	6234.8 	5900.9 	5612.4 	5724.8 	5848.8 	6029.7 	6219.2 	6558.5 	7037.2 	7709.6 	7831.3 	8692.6 p	: 
A,MIO_EUR,RECV,D63,ES70	: 	: 	: 	: 	: 	3097.8 	3261.8 	3632.8 	3866.3 	4501.4 	4630.2 	5073.6 	5648 	6111.9 	6398.2 	6234.8 	5900.9 	5612.4 	5724.8 	5848.8 	6029.7 	6219.2 	6558.5 	7037.2 	7709.6 	7831.3 	8692.6 p	: 
A,MIO_EUR,RECV,D63,ESZ	: 	: 	: 	: 	: 	0.9 	1 	1.1 	1.2 	1.3 	1.3 	1.4 	1.5 	1.6 	1.7 	1.6 	1.5 	1.5 	1.4 	1.4 	1.5 	1.5 	1.4 	1.5 	1.5 	1.6 	1.6 p	: 
A,MIO_EUR,RECV,D63,ESZZ	: 	: 	: 	: 	: 	0.9 	1 	1.1 	1.2 	1.3 	1.3 	1.4 	1.5 	1.6 	1.7 	1.6 	1.5 	1.5 	1.4 	1.4 	1.5 	1.5 	1.4 	1.5 	1.5 	1.6 	1.6 p	: 
A,MIO_EUR,RECV,D63,LT	: 	: 	: 	: 	: 	1396.66 	1490.95 	1686.91 	1759.03 	1895.72 	2165.14 	2494.54 	2798.77 	3454.28 	3444.39 	3256.3 	3406 	3376.46 	3399.78 	3483.01 	3742.34 	3875 	4087.34 	4441.41 	4942.17 	5611.59 	6200.76 	: 
A,MIO_EUR,RECV,D63,LT0	: 	: 	: 	: 	: 	1396.66 	1490.95 	1686.91 	1759.03 	1895.72 	2165.14 	2494.54 	2798.77 	3454.28 	3444.39 	3256.3 	3406 	3376.46 	3399.78 	3483.01 	3742.34 	3875 	4087.34 	4441.41 	4942.17 	5611.59 	6200.76 	: 
A,MIO_EUR,RECV,D63,LU	1611.32 	1697.93 	1749.91 	1831.65 	2143.5 	2211.3 	2452.5 	2652.6 	2893.4 	3163.8 	3429.1 	3603.3 	3821.8 	4070.5 	4469.1 	4791.5 	5086.8 	5431.8 	5841.9 	6074.7 	6235.3 	6396.9 	6840.8 	7303.8 	7930.1 	8696.1 	9268.9 	9999.3 
A,MIO_EUR,RECV,D63,LU0	1611.32 	1697.93 	1749.91 	1831.65 	2143.5 	2211.3 	2452.5 	2652.6 	2893.4 	3163.8 	3429.1 	3603.3 	3821.8 	4070.5 	4469.1 	4791.5 	5086.8 	5431.8 	5841.9 	6074.7 	6235.3 	6396.9 	6840.8 	7303.8 	7930.1 	8696.1 	9268.9 	9999.3 
A,MIO_EUR,RECV,D63,LU00	1611.32 	1697.93 	1749.91 	1831.65 	2143.5 	2211.3 	2452.5 	2652.6 	2893.4 	3163.8 	3429.1 	3603.3 	3821.8 	4070.5 	4469.1 	4791.5 	5086.8 	5431.8 	5841.9 	6074.7 	6235.3 	6396.9 	6840.8 	7303.8 	7930.1 	8696.1 	9268.9 	9999.3 
A,MIO_EUR,RECV,D63,LV	: 	: 	: 	: 	: 	902.72 	970.23 	1108.13 	1104.49 	1313.43 	1402.62 	1653.38 	1981.28 	2419.52 	1978.65 	1798.11 	1927.51 	2040.74 	2137.53 	2228.36 	2340.35 	2431.03 	2602.18 	2854.14 	3084.12 	3216.03 	3989.7 	: 
A,MIO_EUR,RECV,D63,LV0	: 	: 	: 	: 	: 	902.72 	970.23 	1108.13 	1104.49 	1313.43 	1402.62 	1653.38 	1981.28 	2419.52 	1978.65 	1798.11 	1927.51 	2040.74 	2137.53 	2228.36 	2340.35 	2431.03 	2602.18 	2854.14 	3084.12 	3216.03 	3989.7 	: 
A,MIO_EUR,RECV,D63,LV00	: 	: 	: 	: 	: 	902.72 	970.23 	1108.13 	1104.49 	1313.43 	1402.62 	1653.38 	1981.28 	2419.52 	1978.65 	1798.11 	1927.51 	2040.74 	2137.53 	2228.36 	2340.35 	2431.03 	2602.18 	2854.14 	3084.12 	3216.03 	3989.7 	: 
A,MIO_EUR,RECV,D7,AT	: 	: 	: 	: 	: 	7482 	8304 	8681 	8698 	8238 	9677 	10646 	10502 	9745 	10767 	10547 	10337 	5626 b	5458 	5613 	5736 	5822 	5986 	6115 	6259 	6431 	7227 	11601 
A,MIO_EUR,RECV,D7,AT1	: 	: 	: 	: 	: 	3152 	3491 	3685 	3677 	3501 	4152 	4574 	4521 	4172 	4644 	4552 	4461 	2412 b	2330 	2395 	2450 	2479 	2545 	2565 	2645 	2738 	3050 	4931 
A,MIO_EUR,RECV,D7,AT11	: 	: 	: 	: 	: 	233 	258 	272 	270 	255 	300 	325 	326 	301 	341 	336 	330 	200 b	194 	198 	202 	204 	210 	210 	215 	220 	251 	400 
A,MIO_EUR,RECV,D7,AT12	: 	: 	: 	: 	: 	1383 	1535 	1603 	1600 	1513 	1772 	1961 	1944 	1810 	1993 	1954 	1921 	1126 b	1087 	1116 	1135 	1150 	1181 	1207 	1241 	1272 	1440 	2275 
A,MIO_EUR,RECV,D7,AT13	: 	: 	: 	: 	: 	1536 	1699 	1810 	1808 	1734 	2080 	2288 	2252 	2061 	2310 	2262 	2211 	1086 b	1048 	1081 	1112 	1124 	1154 	1148 	1190 	1246 	1359 	2256 
A,MIO_EUR,RECV,D7,AT2	: 	: 	: 	: 	: 	1666 	1844 	1923 	1926 	1804 	2094 	2297 	2258 	2089 	2302 	2261 	2202 	1191 b	1156 	1189 	1202 	1226 	1256 	1293 	1331 	1355 	1538 	2447 
A,MIO_EUR,RECV,D7,AT21	: 	: 	: 	: 	: 	540 	596 	618 	620 	576 	670 	737 	725 	674 	738 	721 	708 	382 b	369 	379 	385 	393 	396 	409 	423 	434 	489 	774 
A,MIO_EUR,RECV,D7,AT22	: 	: 	: 	: 	: 	1125 	1248 	1304 	1306 	1228 	1423 	1560 	1533 	1415 	1564 	1540 	1493 	808 b	787 	810 	818 	834 	860 	884 	908 	921 	1049 	1673 
A,MIO_EUR,RECV,D7,AT3	: 	: 	: 	: 	: 	2665 	2968 	3074 	3094 	2932 	3431 	3775 	3722 	3483 	3822 	3734 	3673 	2023 b	1972 	2029 	2084 	2117 	2184 	2257 	2283 	2338 	2640 	4223 
A,MIO_EUR,RECV,D7,AT31	: 	: 	: 	: 	: 	1265 	1405 	1446 	1457 	1371 	1605 	1750 	1729 	1630 	1774 	1722 	1677 	979 b	954 	979 	1008 	1016 	1057 	1097 	1095 	1120 	1266 	2011 
A,MIO_EUR,RECV,D7,AT32	: 	: 	: 	: 	: 	479 	536 	553 	559 	530 	620 	689 	687 	635 	699 	687 	679 	354 b	343 	356 	364 	370 	376 	384 	391 	401 	450 	722 
A,MIO_EUR,RECV,D7,AT33	: 	: 	: 	: 	: 	617 	692 	720 	725 	691 	808 	893 	871 	815 	896 	881 	877 	456 b	445 	458 	470 	481 	493 	512 	523 	538 	608 	981 
A,MIO_EUR,RECV,D7,AT34	: 	: 	: 	: 	: 	303 	336 	355 	353 	340 	398 	443 	435 	404 	453 	444 	440 	234 b	230 	236 	243 	250 	258 	264 	274 	278 	315 	510 
A,MIO_EUR,RECV,D7,ATZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,MIO_EUR,RECV,D7,ATZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,MIO_EUR,RECV,D7,BE	4413.42 	4492.98 	4429.97 	4598.59 	4706.6 	4909.9 	5598.1 	5149.8 	4896.1 	5171 	6022.5 	5190.1 	4399.1 	4760.6 	5606.7 	5518 	5389.3 	5647.3 	5657.5 	6150.2 	6227.4 	6376.6 	6648.2 	7191.2 	7405 	8567.3 	8335.6 	10535.9 p
