freq,unit,direct,na_item,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,MIO_EUR,RECV,D62,ITI	32897.84 	37790.2 	41187.6 	42109.81 	44349.4 	45558.8 	47424.4 	49288.5 	52324.6 	54112.8 	56101.7 	59031.1 	62258.3 	65319 	68194.1 	70015 	71987.1 	73144.9 	73960.8 	75614.7 	77056.9 	76655.5 	77690.6 	78837 	81391.9 	88562.7 	89827.4 	91567.1 
A,MIO_EUR,RECV,D62,ITI1	10939.65 	12800.02 	13805.47 	14016.81 	14758 	15105.6 	15853.7 	16587.9 	17492.4 	18057.8 	18515.9 	19383.3 	20140.4 	21078.8 	21842.9 	22412.7 	22985.3 	23394.8 	23535.2 	24026.9 	24310.8 	24542.9 	24841.5 	25208.2 	25898.1 	28048.5 	28175.3 	28719.5 
A,MIO_EUR,RECV,D62,ITI2	2521.71 	3037.61 	3224.8 	3265.76 	3433.3 	3533.5 	3677.3 	3937.3 	4169.9 	4298.7 	4401.1 	4611.9 	4797.6 	5018.3 	5233.9 	5398.9 	5537.7 	5625 	5636.6 	5671.5 	5761.3 	5822.3 	5933.9 	6032.1 	6209.2 	6743.1 	6783.4 	6923.1 
A,MIO_EUR,RECV,D62,ITI3	3954.54 	4716.73 	5075.06 	5201.89 	5487.5 	5613 	5860 	6228.8 	6519.3 	6732.8 	6934.1 	7232.4 	7687.9 	8025.6 	8297 	8611.2 	8779.4 	9013.2 	9329.5 	9374.7 	9561.6 	9714.8 	9783.8 	9905.4 	10238.3 	11287.1 	11255.6 	11441.2 
A,MIO_EUR,RECV,D62,ITI4	15481.94 	17235.84 	19082.26 	19625.35 	20670.6 	21306.7 	22033.4 	22534.5 	24143 	25023.5 	26250.6 	27803.5 	29632.4 	31196.3 	32820.3 	33592.2 	34684.7 	35111.9 	35459.5 	36541.6 	37423.2 	36575.5 	37131.4 	37691.3 	39046.3 	42484 	43613.1 	44483.3 
A,MIO_EUR,RECV,D62,ITZZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,MIO_EUR,RECV,D62,LT	: 	: 	: 	: 	: 	1464.83 	1571.68 	1545.5 	1660.19 	1810.19 	2078.51 	2349.45 	2975.1 	3959.48 	4507.64 	4159.24 	4082.18 	4142.79 	4110.09 	4132.32 	4236.85 	4466.07 	4859.32 	5628.29 	6218.51 	7528.38 	7706.21 	: 
A,MIO_EUR,RECV,D62,LT0	: 	: 	: 	: 	: 	1464.83 	1571.68 	1545.5 	1660.19 	1810.19 	2078.51 	2349.45 	2975.1 	3959.48 	4507.64 	4159.24 	4082.18 	4142.79 	4110.09 	4132.32 	4236.85 	4466.07 	4859.32 	5628.29 	6218.51 	7528.38 	7706.21 	: 
A,MIO_EUR,RECV,D62,LT01	: 	: 	: 	: 	: 	339.44 	362.99 	359.75 	391.77 	429.99 	500.99 	570.22 	715.54 	972.77 	1116.83 	1031.03 	1047.14 	1072.95 	1057.64 	1073.27 	1096.41 	1146.24 	1252.93 	1475.59 	1643.67 	1983.4 	2030.08 	: 
A,MIO_EUR,RECV,D62,LT02	: 	: 	: 	: 	: 	1125.39 	1208.7 	1185.75 	1268.42 	1380.2 	1577.52 	1779.23 	2259.56 	2986.71 	3390.81 	3128.21 	3035.05 	3069.84 	3052.46 	3059.05 	3140.44 	3319.83 	3606.39 	4152.7 	4574.84 	5544.98 	5676.13 	: 
A,MIO_EUR,RECV,D62,LU	2054.25 	2089.85 	2150 	2205.65 	2379.4 	2536.7 	2746.8 	3088.2 	3419.9 	3549.3 	3787.3 	3955.7 	4109.6 	4415.9 	4839.2 	5028.2 	5155.5 	5474.9 	5794.9 	5996.2 	6171.8 	6319.3 	6711.2 	6904.2 	7260 	8331.7 	8276.3 	8994.9 
A,MIO_EUR,RECV,D62,LU0	2054.25 	2089.85 	2150 	2205.65 	2379.4 	2536.7 	2746.8 	3088.2 	3419.9 	3549.3 	3787.3 	3955.7 	4109.6 	4415.9 	4839.2 	5028.2 	5155.5 	5474.9 	5794.9 	5996.2 	6171.8 	6319.3 	6711.2 	6904.2 	7260 	8331.7 	8276.3 	8994.9 
A,MIO_EUR,RECV,D62,LU00	2054.25 	2089.85 	2150 	2205.65 	2379.4 	2536.7 	2746.8 	3088.2 	3419.9 	3549.3 	3787.3 	3955.7 	4109.6 	4415.9 	4839.2 	5028.2 	5155.5 	5474.9 	5794.9 	5996.2 	6171.8 	6319.3 	6711.2 	6904.2 	7260 	8331.7 	8276.3 	8994.9 
A,MIO_EUR,RECV,D62,LV	: 	: 	: 	: 	: 	1177.9 	1127.12 	1083.14 	1043.63 	1155.14 	1275.03 	1505.4 	1733.81 	2152.83 	2599.72 	2460.71 	2370.85 	2409.78 	2531.86 	2567.37 	2726.67 	2843.94 	2976.59 	3193.78 	3486.92 	3823.76 	4276.81 	: 
A,MIO_EUR,RECV,D62,LV0	: 	: 	: 	: 	: 	1177.9 	1127.12 	1083.14 	1043.63 	1155.14 	1275.03 	1505.4 	1733.81 	2152.83 	2599.72 	2460.71 	2370.85 	2409.78 	2531.86 	2567.37 	2726.67 	2843.94 	2976.59 	3193.78 	3486.92 	3823.76 	4276.81 	: 
A,MIO_EUR,RECV,D62,LV00	: 	: 	: 	: 	: 	1177.9 	1127.12 	1083.14 	1043.63 	1155.14 	1275.03 	1505.4 	1733.81 	2152.83 	2599.72 	2460.71 	2370.85 	2409.78 	2531.86 	2567.37 	2726.67 	2843.94 	2976.59 	3193.78 	3486.92 	3823.76 	4276.81 	: 
A,MIO_EUR,RECV,D62,NL	: 	: 	: 	: 	: 	72576 	77190 	80642 	85037 	88070 	91629 	94720 	97612 	101918 	106615 	111864 	117129 	120148 	123917 	125170 	124898 	127121 	129614 	131803 	135681 	142590 	147755 p	: 
A,MIO_EUR,RECV,D62,NL1	: 	: 	: 	: 	: 	7917 	8421 	8798 	9277 	9608 	9996 	10263 	10513 	10929 	11525 	12001 	12502 	12782 	13121 	13243 	13027 	13240 	13457 	13631 	14030 	14643 	15178 p	: 
A,MIO_EUR,RECV,D62,NL11	: 	: 	: 	: 	: 	2734 	2908 	3038 	3204 	3318 	3452 	3484 	3520 	3697 	3977 	4140 	4239 	4255 	4408 	4382 	4346 	4415 	4472 	4514 	4649 	4845 	5028 p	: 
A,MIO_EUR,RECV,D62,NL12	: 	: 	: 	: 	: 	2911 	3096 	3235 	3411 	3533 	3675 	3794 	3926 	3993 	4160 	4360 	4563 	4733 	4881 	4999 	4788 	4854 	4937 	4999 	5141 	5377 	5570 p	: 
A,MIO_EUR,RECV,D62,NL13	: 	: 	: 	: 	: 	2272 	2417 	2525 	2662 	2757 	2869 	2985 	3067 	3239 	3388 	3501 	3700 	3794 	3832 	3862 	3893 	3970 	4048 	4118 	4240 	4421 	4581 p	: 
A,MIO_EUR,RECV,D62,NL2	: 	: 	: 	: 	: 	14477 	15399 	16086 	16965 	17569 	18280 	18766 	19339 	20421 	21544 	22674 	23683 	24549 	25225 	25553 	25541 	26044 	26578 	27042 	27922 	29327 	30483 p	: 
A,MIO_EUR,RECV,D62,NL21	: 	: 	: 	: 	: 	4724 	5025 	5249 	5536 	5733 	5965 	6135 	6336 	6729 	6998 	7307 	7655 	7842 	7965 	8061 	8047 	8207 	8353 	8476 	8747 	9176 	9521 p	: 
A,MIO_EUR,RECV,D62,NL22	: 	: 	: 	: 	: 	8411 	8946 	9346 	9856 	10207 	10620 	10926 	11288 	11855 	12507 	13241 	13783 	14300 	14752 	15007 	14942 	15221 	15536 	15812 	16326 	17113 	17781 p	: 
A,MIO_EUR,RECV,D62,NL23	: 	: 	: 	: 	: 	1342 	1428 	1491 	1573 	1629 	1695 	1705 	1715 	1837 	2039 	2126 	2245 	2407 	2508 	2485 	2552 	2616 	2689 	2754 	2849 	3038 	3181 p	: 
A,MIO_EUR,RECV,D62,NL3	: 	: 	: 	: 	: 	33846 	35996 	37607 	39654 	41069 	42728 	44389 	45655 	47610 	49524 	51975 	54838 	56129 	58186 	58897 	58918 	59928 	61171 	62234 	63936 	67376 	69727 p	: 
A,MIO_EUR,RECV,D62,NL31	: 	: 	: 	: 	: 	5048 	5369 	5610 	5915 	6126 	6374 	6683 	6924 	7044 	7345 	7861 	8168 	8428 	8791 	9004 	9038 	9191 	9373 	9547 	10098 	10627 	11006 p	: 
A,MIO_EUR,RECV,D62,NL32	: 	: 	: 	: 	: 	12204 	12980 	13560 	14299 	14809 	15408 	15861 	16347 	17104 	17844 	18551 	19804 	19981 	20539 	20948 	20606 	20958 	21400 	21772 	22359 	23679 	24473 p	: 
A,MIO_EUR,RECV,D62,NL33	: 	: 	: 	: 	: 	14939 	15887 	16598 	17501 	18126 	18857 	19631 	20109 	21002 	21788 	22859 	24086 	24801 	25921 	26000 	26349 	26794 	27365 	27834 	28307 	29753 	30808 p	: 
A,MIO_EUR,RECV,D62,NL34	: 	: 	: 	: 	: 	1655 	1760 	1839 	1939 	2008 	2089 	2214 	2275 	2460 	2547 	2704 	2780 	2919 	2935 	2945 	2925 	2985 	3034 	3081 	3172 	3318 	3439 p	: 
A,MIO_EUR,RECV,D62,NL4	: 	: 	: 	: 	: 	16336 	17374 	18151 	19141 	19824 	20625 	21302 	22105 	22958 	24022 	25214 	26106 	26688 	27385 	27477 	27411 	27909 	28408 	28897 	29793 	31244 	32367 p	: 
A,MIO_EUR,RECV,D62,NL41	: 	: 	: 	: 	: 	10549 	11219 	11721 	12360 	12801 	13318 	13828 	14310 	14829 	15653 	16578 	17144 	17581 	18126 	18178 	18357 	18686 	19057 	19378 	19976 	20975 	21752 p	: 
A,MIO_EUR,RECV,D62,NL42	: 	: 	: 	: 	: 	5787 	6155 	6430 	6781 	7023 	7307 	7474 	7795 	8129 	8369 	8636 	8962 	9107 	9259 	9299 	9054 	9223 	9351 	9519 	9817 	10270 	10615 p	: 
A,MIO_EUR,RECV,D62,NLZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,RECV,D62,NLZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,RECV,D62,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52796.34 	58279.35 	58528.19 	58069.76 	57625.59 	57696.92 	59463.17 	59520.5 	60254.69 	60562.35 	: 	: 
A,MIO_EUR,RECV,D62,NO0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52796.34 	58279.35 	58528.19 	58069.76 	57625.59 	57696.92 	59463.17 	59520.5 	60254.69 	60562.35 	: 	: 
A,MIO_EUR,RECV,D62,NO02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4335.08 	4769.57 	4745.67 	4637.56 	4572.94 	4533.29 	4667.52 	4673.61 	4722.82 	4506.29 	: 	: 
A,MIO_EUR,RECV,D62,NO06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4510.87 	4955.39 	4980.85 	4952.48 	4933.96 	4932.62 	5103.57 	5111.54 	5212.41 	5232.87 	: 	: 
A,MIO_EUR,RECV,D62,NO07	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5286.14 	5795.51 	5817.18 	5719.86 	5668.63 	5635.05 	5798.43 	5782.96 	5824.63 	5756.52 	: 	: 
A,MIO_EUR,RECV,D62,NO08	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18064.39 	19992.78 	20133.35 	20046.2 	19740.66 	19628.23 	20230.19 	20348.01 	20652.92 	21327.08 	: 	: 
A,MIO_EUR,RECV,D62,NO09	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7750.4 	8555.6 	8544.84 	8462.73 	8420.26 	8439.39 	8689.29 	8684.66 	8791.3 	8689.71 	: 	: 
A,MIO_EUR,RECV,D62,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12849.33 	14210.51 	14306.3 	14250.93 	14289.13 	14528.34 	14974.16 	14919.82 	15050.6 	15049.89 	: 	: 
A,MIO_EUR,RECV,D62,PL	: 	: 	: 	: 	: 	30469.54 	36883.53 	36518.38 	33201.2 	33566.98 	39295.8 	42453.09 	45539.82 	52702.09 	47130.05 	54479.44 	54216.38 	56138.07 	58886.48 	60954.28 	63331.66 	67025.81 	72523.61 	76216.36 	84509.03 	90261.53 	94696.62 	: 
A,MIO_EUR,RECV,D62,PL2	: 	: 	: 	: 	: 	7180.03 	8739.69 	8597.5 	8050.73 	7981.8 	9202.09 	9971 	10642.23 	12335.07 	11015.34 	12824.99 	12780.66 	13438 	14083.86 	14595.75 	15158.1 	15820.27 	17009.4 	17806.17 	19633.05 	20743.42 	21600.37 	: 
A,MIO_EUR,RECV,D62,PL21	: 	: 	: 	: 	: 	2541.54 	3047.03 	2979.21 	2732.98 	2748.3 	3191.65 	3449.78 	3703.52 	4269.53 	3854.1 	4493.7 	4485.51 	4652.42 	4894.82 	5077.55 	5278.79 	5638.75 	6137.19 	6475.42 	7180.29 	7719.33 	8121.66 	: 
A,MIO_EUR,RECV,D62,PL22	: 	: 	: 	: 	: 	4638.24 	5692.66 	5618.29 	5317.53 	5233.28 	6010.19 	6521.21 	6938.71 	8065.54 	7161.24 	8331.29 	8295.15 	8785.34 	9189.04 	9518.2 	9879.3 	10181.52 	10872.21 	11330.75 	12452.76 	13023.86 	13478.71 	: 
A,MIO_EUR,RECV,D62,PL4	: 	: 	: 	: 	: 	4635.75 	5609.6 	5583.55 	5039.32 	5107.36 	6019.64 	6481.43 	6981.79 	8079.78 	7240.04 	8373.34 	8324.03 	8541.83 	8946.04 	9257.46 	9652.73 	10284.2 	11181.35 	11793.5 	13112.2 	14099.03 	14824.98 	: 
A,MIO_EUR,RECV,D62,PL41	: 	: 	: 	: 	: 	2564.24 	3095.78 	3061.39 	2789.34 	2775.91 	3244.1 	3530.89 	3794.17 	4390.25 	3957.16 	4548.53 	4552.25 	4743.47 	4971.05 	5139.45 	5372.96 	5783.37 	6324.17 	6676.76 	7435.08 	8012.6 	8439.94 	: 
A,MIO_EUR,RECV,D62,PL42	: 	: 	: 	: 	: 	1281.87 	1565.59 	1574.12 	1407.17 	1464.83 	1746.71 	1872.74 	2024.21 	2342.19 	2093.08 	2433.72 	2412.03 	2431.95 	2542.47 	2638.67 	2742.76 	2873.81 	3092.55 	3258.95 	3612.48 	3866.76 	4057.43 	: 
A,MIO_EUR,RECV,D62,PL43	: 	: 	: 	: 	: 	789.63 	948.5 	948.05 	843.03 	866.4 	1028.83 	1077.8 	1163.41 	1347.06 	1189.8 	1390.84 	1359.75 	1366.65 	1432.28 	1479.1 	1537.25 	1627.02 	1764.86 	1857.8 	2064.64 	2219.67 	2327.83 	: 
A,MIO_EUR,RECV,D62,PL5	: 	: 	: 	: 	: 	3205.93 	3883.06 	3880.85 	3486 	3501.15 	4114.34 	4401.29 	4719.98 	5467.38 	4862.97 	5631.96 	5584.14 	5762.9 	6047.41 	6256.72 	6498.65 	6784.47 	7307.26 	7706.68 	8584.79 	9152.15 	9609.22 	: 
A,MIO_EUR,RECV,D62,PL51	: 	: 	: 	: 	: 	2458.46 	2983.58 	2976.1 	2676.38 	2681.36 	3148.15 	3369.18 	3613.13 	4178.13 	3729.09 	4307.21 	4269.04 	4398.88 	4608.46 	4761.61 	4937.02 	5143.24 	5545.22 	5818.84 	6439.87 	6869.01 	7216.55 	: 
A,MIO_EUR,RECV,D62,PL52	: 	: 	: 	: 	: 	747.72 	899.76 	904.75 	809.62 	819.78 	965.95 	1032.11 	1106.85 	1289.26 	1133.88 	1324.76 	1315.1 	1364.02 	1438.95 	1495.11 	1561.63 	1641.23 	1762.27 	1887.83 	2144.92 	2282.92 	2392.45 	: 
A,MIO_EUR,RECV,D62,PL6	: 	: 	: 	: 	: 	4227.83 	5108.79 	5099.03 	4539.28 	4694.93 	5602.54 	6016.32 	6515.84 	7521.43 	6683.38 	7683.18 	7695 	7802.71 	8185.82 	8487.68 	8809.06 	9416.02 	10239.14 	10751.61 	11972.03 	12902.32 	13642.12 	: 
A,MIO_EUR,RECV,D62,PL61	: 	: 	: 	: 	: 	1569.03 	1896.46 	1893.24 	1685.84 	1736.77 	2074.07 	2226.96 	2401.62 	2779.53 	2457.71 	2807.72 	2799.83 	2837.96 	2984.63 	3088.69 	3199.49 	3410.11 	3710.12 	3871.17 	4298.68 	4615.35 	4870.98 	: 
A,MIO_EUR,RECV,D62,PL62	: 	: 	: 	: 	: 	1055.34 	1266.58 	1263.29 	1099.19 	1127.07 	1365.65 	1458.71 	1592.09 	1835.08 	1622.15 	1863.22 	1863.32 	1844.58 	1931.63 	1993.64 	2065.92 	2214.2 	2398.17 	2513.2 	2783.88 	2995.5 	3163.94 	: 
A,MIO_EUR,RECV,D62,PL63	: 	: 	: 	: 	: 	1603.21 	1945.75 	1942.5 	1754.25 	1831.09 	2162.57 	2330.4 	2522.13 	2906.81 	2603.52 	3012.24 	3031.84 	3120.18 	3269.8 	3405.35 	3543.41 	3791.94 	4130.84 	4367.24 	4889.47 	5291.47 	5607.42 	: 
A,MIO_EUR,RECV,D62,PL7	: 	: 	: 	: 	: 	3231.13 	3898.31 	3849.22 	3453.95 	3390.7 	4050.71 	4406.17 	4646.51 	5329.86 	4727.33 	5436.45 	5365.24 	5510.79 	5766.77 	5933.85 	6138.72 	6477.59 	6991.31 	7326.29 	8056.12 	8559.08 	8943.53 	: 
A,MIO_EUR,RECV,D62,PL71	: 	: 	: 	: 	: 	2199.24 	2652.16 	2617.31 	2357.71 	2310.68 	2755.65 	3029.34 	3161.46 	3635.72 	3235.05 	3721.18 	3676.41 	3778.77 	3938.3 	4051.81 	4195.41 	4409.61 	4762.51 	5004.34 	5515.17 	5860.45 	6123.5 	: 
A,MIO_EUR,RECV,D62,PL72	: 	: 	: 	: 	: 	1031.88 	1246.15 	1231.92 	1096.24 	1080.01 	1295.05 	1376.83 	1485.05 	1694.14 	1492.05 	1715.27 	1688.83 	1732.02 	1828.71 	1882.04 	1943.55 	2067.98 	2228.8 	2321.95 	2540.95 	2698.85 	2820.25 	: 
A,MIO_EUR,RECV,D62,PL8	: 	: 	: 	: 	: 	4084.63 	4932.6 	4851.97 	4319.94 	4322.26 	5019.39 	5400.04 	5822.08 	6732.15 	5984.38 	6853.08 	6773.77 	6845.89 	7198.33 	7424.9 	7721.61 	8326.46 	9058.96 	9497.13 	10475.85 	11253.21 	11836.06 	: 
A,MIO_EUR,RECV,D62,PL81	: 	: 	: 	: 	: 	1683.3 	2030.99 	1999.27 	1797.66 	1799.06 	2069.1 	2239.02 	2412.19 	2802.03 	2496.53 	2849.78 	2812.7 	2834.61 	2977.01 	3068.61 	3181.57 	3406.22 	3700.02 	3867.18 	4249.81 	4536.12 	4756.42 	: 
A,MIO_EUR,RECV,D62,PL82	: 	: 	: 	: 	: 	1551.57 	1886.93 	1855.39 	1621.06 	1617.26 	1901.57 	2033.16 	2206.04 	2534.95 	2233.11 	2565.65 	2546.72 	2595.41 	2736.39 	2824.61 	2943.29 	3192.61 	3474.98 	3647.07 	4035.28 	4367.54 	4603.74 	: 
A,MIO_EUR,RECV,D62,PL84	: 	: 	: 	: 	: 	850.01 	1014.41 	997.3 	901.45 	905.94 	1048.72 	1127.85 	1203.58 	1395.46 	1254.74 	1437.65 	1414.36 	1415.87 	1484.69 	1531.68 	1596.52 	1727.63 	1884.19 	1982.87 	2190.76 	2349.76 	2476.12 	: 
A,MIO_EUR,RECV,D62,PL9	: 	: 	: 	: 	: 	3904.25 	4711.47 	4655.99 	4311.98 	4569.01 	5287.1 	5776.84 	6211.64 	7236.41 	6616.83 	7676.42 	7693.78 	8235.95 	8658.01 	8997.68 	9352.55 	9916.8 	10736.2 	11334.74 	12675.21 	13552.33 	14240.34 	: 
A,MIO_EUR,RECV,D62,PL91	: 	: 	: 	: 	: 	2439.75 	2932.11 	2874.73 	2750.25 	2893.88 	3334.08 	3669.5 	3930.81 	4642.52 	4255.48 	5045.44 	5068.68 	5585.11 	5867.78 	6119.78 	6361.94 	6609.37 	7108.29 	7231.96 	8133.38 	8679.27 	9116.14 	: 
A,MIO_EUR,RECV,D62,PL92	: 	: 	: 	: 	: 	1464.5 	1779.09 	1781.25 	1561.73 	1675.13 	1953.27 	2107.34 	2280.57 	2593.89 	2361.36 	2630.99 	2625.35 	2650.85 	2790.23 	2877.9 	2990.37 	3307.43 	3627.91 	4102.78 	4541.84 	4873.06 	5124.2 	: 
A,MIO_EUR,RECV,D62,PT	12230.06 	13256.25 	14058.26 	15221.61 	16204.03 	17924.53 	19340.99 	20655.9 	22945.54 	24309.79 	26471.43 	28360.87 	29797.23 	31727.35 	33534.31 	34402.03 	35009.67 	34738.93 	35898.13 	35348.94 	36311.86 	36934.35 	37838.24 	39294.83 	41014.42 	42714.33 	45114.9 	: 
A,MIO_EUR,RECV,D62,PT1	11665.39 	12644.2 	13407.99 	14504.47 	15442.01 	17084.6 	18435.19 	19713.45 	21921.46 	23231.54 	25314.94 	27123.79 	28480.01 	30340.46 	32019.59 	32899.99 	33479.29 	33241.15 	34353.23 	33830.52 	34750.62 	35354.7 	36213.76 	37636.01 	39305.7 	40929.57 	43234.54 	: 
A,MIO_EUR,RECV,D62,PT11	3609.16 	3909.95 	4110.96 	4479.57 	4765.83 	5259.18 	5683.38 	6141.28 	6820.59 	7284.05 	7924.13 	8484.72 	8883.08 	9407.62 	9988.73 	10177.48 	10327.72 	10320.35 	10673.78 	10498.94 	10726.37 	10915.19 	11129.29 	11591.55 	12062.77 	12658.82 	13302.82 	: 
A,MIO_EUR,RECV,D62,PT15	406.1 	440.27 	458.26 	504.14 	536.99 	599.28 	652.47 	689.12 	780.09 	828.76 	912.12 	1021.47 	1097.28 	1174.48 	1262.45 	1288.07 	1311.43 	1403.41 	1450.89 	1442.98 	1484.1 	1551.07 	1705.74 	1854.92 	2014.37 	2205.25 	2405.22 	: 
A,MIO_EUR,RECV,D62,PT16	2567.94 	2785.69 	2944.27 	3156.54 	3368.24 	3682.77 	3945 	4220.9 	4714.99 	4997.18 	5447.89 	5859.3 	6190.16 	6557.74 	6840.78 	6870.79 	6979.62 	6990.39 	7225.17 	7113.61 	7283.05 	7423.78 	7563.33 	7808.18 	8131.2 	8477.83 	8946.99 	: 
A,MIO_EUR,RECV,D62,PT17	4187.65 	4539.18 	4924.79 	5262.97 	5604.21 	6263.57 	6782.07 	7195.65 	7951.4 	8371.84 	9154.41 	9659.68 	10116.64 	10873.34 	11478.86 	12122.81 	12383.42 	12072.97 	12467.27 	12284.17 	12713.47 	12885.51 	13200.39 	13704.64 	14341.31 	14730.92 	15604.43 	: 
A,MIO_EUR,RECV,D62,PT18	894.54 	969.11 	969.71 	1101.25 	1166.73 	1279.8 	1372.27 	1466.5 	1654.39 	1749.7 	1876.39 	2098.61 	2192.87 	2327.28 	2448.77 	2440.85 	2477.09 	2454.04 	2536.13 	2490.82 	2543.63 	2579.15 	2615.02 	2676.71 	2756.06 	2856.74 	2975.09 	: 
A,MIO_EUR,RECV,D62,PT2	287.19 	311.23 	329.67 	372.65 	395.65 	426.62 	452.9 	468.72 	508.37 	537.85 	575.33 	618.55 	651.1 	690.68 	741.11 	724.29 	738.92 	722.52 	745.27 	733.16 	755.71 	765.07 	794.08 	814.89 	833.81 	866.42 	908.59 	: 
A,MIO_EUR,RECV,D62,PT20	287.19 	311.23 	329.67 	372.65 	395.65 	426.62 	452.9 	468.72 	508.37 	537.85 	575.33 	618.55 	651.1 	690.68 	741.11 	724.29 	738.92 	722.52 	745.27 	733.16 	755.71 	765.07 	794.08 	814.89 	833.81 	866.42 	908.59 	: 
A,MIO_EUR,RECV,D62,PT3	277.48 	300.82 	320.6 	344.49 	366.38 	413.31 	452.9 	473.73 	515.72 	540.4 	581.15 	618.53 	666.11 	696.21 	773.61 	777.75 	791.46 	775.26 	799.63 	785.26 	805.53 	814.58 	830.41 	843.93 	874.9 	918.35 	971.77 	: 
A,MIO_EUR,RECV,D62,PT30	277.48 	300.82 	320.6 	344.49 	366.38 	413.31 	452.9 	473.73 	515.72 	540.4 	581.15 	618.53 	666.11 	696.21 	773.61 	777.75 	791.46 	775.26 	799.63 	785.26 	805.53 	814.58 	830.41 	843.93 	874.9 	918.35 	971.77 	: 
A,MIO_EUR,RECV,D62,RO	: 	: 	: 	: 	: 	3950.06 	4425.63 	4548.93 	4512.45 	5426.76 	7208.43 	8610.36 	11497.05 	14486.75 	15054.46 	16061.01 	15778.42 	14926.58 	15408.55 	15756.49 	16925.45 	18134.29 	20343.55 	22006.08 	24582.13 	28108.49 	30232.33 	: 
A,MIO_EUR,RECV,D62,RO1	: 	: 	: 	: 	: 	951.71 	1066.87 	1130.7 	1075.84 	1323.7 	1713.86 	2175.28 	2907.44 	3685.6 	3855.3 	3975.52 	3915.55 	3759.98 	3873.84 	3960.78 	4220.27 	4514.45 	5095.56 	5581.48 	6143.19 	7015.65 	7417.54 	: 
A,MIO_EUR,RECV,D62,RO11	: 	: 	: 	: 	: 	458.14 	531.23 	563.67 	529.44 	658.31 	831.15 	1105.05 	1479.09 	1875.66 	1969.08 	2043.61 	2011.28 	1953.65 	2014.39 	2053.96 	2207.52 	2372.95 	2688.71 	2955.67 	3232.59 	3680.53 	3910.41 	: 
A,MIO_EUR,RECV,D62,RO12	: 	: 	: 	: 	: 	493.57 	535.65 	567.03 	546.4 	665.39 	882.71 	1070.23 	1428.36 	1809.94 	1886.22 	1931.91 	1904.27 	1806.34 	1859.45 	1906.81 	2012.75 	2141.5 	2406.85 	2625.81 	2910.61 	3335.12 	3507.12 	: 
A,MIO_EUR,RECV,D62,RO2	: 	: 	: 	: 	: 	969.53 	1231.23 	1175.86 	1156.77 	1427.03 	1896.85 	2181.69 	2925.88 	3675.91 	3816.95 	4232.16 	4160.62 	3934.25 	4075.58 	4232.49 	4585.39 	4889.19 	5523.18 	6012.55 	6942.95 	7965.01 	8655.43 	: 
A,MIO_EUR,RECV,D62,RO21	: 	: 	: 	: 	: 	530.52 	715.24 	645.6 	621.77 	789.85 	1076.86 	1209.43 	1621.14 	2055.26 	2121.37 	2404.02 	2375.43 	2254.57 	2332.47 	2423.3 	2653.62 	2847.96 	3227.15 	3536.81 	4183.97 	4860.14 	5322.2 	: 
A,MIO_EUR,RECV,D62,RO22	: 	: 	: 	: 	: 	439.01 	516 	530.25 	535.01 	637.18 	819.99 	972.26 	1304.74 	1620.65 	1695.58 	1828.14 	1785.19 	1679.68 	1743.11 	1809.19 	1931.77 	2041.22 	2296.03 	2475.74 	2758.98 	3104.87 	3333.23 	: 
A,MIO_EUR,RECV,D62,RO3	: 	: 	: 	: 	: 	1262.83 	1269.04 	1353.82 	1409.68 	1593.43 	2130.19 	2546.46 	3385.42 	4251.75 	4382.53 	4573.98 	4471.04 	4171.48 	4306.22 	4368.97 	4697.55 	5037.48 	5617.86 	6054.47 	6684.72 	7639.54 	8197.09 	: 
